openingECO,openingName,openingMoves,openingSubcategory,openingGamesPlayed,openingWhiteScore,openingDrawScore,openingBlackScore
A06,"Nimzovich Opening, Reti",1.Nf3 d5 2.b3,Reti Opening,76607,37.3,36.6,26.1
A06,Old Indian Attack,1.Nf3 d5 2.d3,Reti Opening,76607,37.3,36.6,26.1
A06,"Reversed Mexican Defense, Reti",1.Nf3 d5 2.Nc3,Reti Opening,76607,37.3,36.6,26.1
A06,"Santasiere's Folly, Reti",1.Nf3 d5 2.b4,Reti Opening,76607,37.3,36.6,26.1
A06,Tennison G; Lemberg G; Abonyi G,1.Nf3 d5 2.e4,Reti Opening,76607,37.3,36.6,26.1
A07,"Barcza Opening, Reti; A07",1.Nf3 d5 2.g3,King's Indian Attack,29752,37.5,36.9,25.6
A08,A08,1.Nf3 d5 2.g3 c5,King's Indian Attack,3564,40.7,31.3,28
A09,Benoni Reversed; Wing Blumenfeld,1.Nf3 d5 2.c4 d4,Reti Opening,18109,39.6,35.1,25.3
A09,"London V; New York V, Reti",1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bg2 e6 5.Bb2 Nbd7,Reti Opening,18109,39.6,35.1,25.3
A09,"Neo-Catalan, Reti",1.Nf3 d5 2.c4 e6 3.g3,Reti Opening,18109,39.6,35.1,25.3
A09,"Penguin Variation, Reti",1.Nf3 d5 2.c4 d4 3.Rg1,Reti Opening,18109,39.6,35.1,25.3
A09,Reti Gambit Accepted,1.Nf3 d5 2.c4 dxc4,Reti Opening,18109,39.6,35.1,25.3
A09,Reti Polonaise,1.Nf3 d5 2.c4 d4 3.b4,Reti Opening,18109,39.6,35.1,25.3
A09,Reti; Landstrasser G; Wolf G; A09,1.Nf3 d5 2.c4,Reti Opening,18109,39.6,35.1,25.3
A10,"Adorjan System, English",1.c4 g6 2.e4 e5,English,236302,37.7,34.1,28.2
A10,"Anglo Scandanavian Defense, English",1.c4 d5,English,236302,37.7,34.1,28.2
A10,Anglo-Dutch Defense,1.c4 f5,English,236302,37.7,34.1,28.2
A10,"Anglo-Lithuanian Variation, English",1.c4 Nc6,English,236302,37.7,34.1,28.2
A10,Anglo-Polish Dutch,1.c4 f5 2.b4,English,236302,37.7,34.1,28.2
A10,Beefeater,1.c4 g6 2.Nc3 Bg7 3.d4 c5 4.d5 Bxc3 5.bxc3 f5,English,236302,37.7,34.1,28.2
A10,"Chabanon Gambit, English",1.c4 f5 2.Nf3 d6 3.e4,English,236302,37.7,34.1,28.2
A10,English Opening; A10,1.c4,English,236302,37.7,34.1,28.2
A10,English Spike,1.c4 f5 2.g4,English,236302,37.7,34.1,28.2
A10,"Great Snake, English",1.c4 g6,English,236302,37.7,34.1,28.2
A10,"Halibut Gambit, English",1.c4 b5,English,236302,37.7,34.1,28.2
A10,"Hickmann Gambit, English",1.c4 f5 2.e4,English,236302,37.7,34.1,28.2
A10,"Hickmann Gambit, English",1.c4 f5 2.e4 fxe4 3.d3,English,236302,37.7,34.1,28.2
A10,"Loehn Gambit, English",1.c4 d5 2.cxd5 e6,English,236302,37.7,34.1,28.2
A10,"Malvinas Variation, English",1.c4 d5 2.cxd5 Qxd5 3.Nc3 Qa5,English,236302,37.7,34.1,28.2
A10,"Myers Defense, English",1.c4 g5 2.d4 Bg7,English,236302,37.7,34.1,28.2
A10,"Porcupine Variation, English",1.c4 f5 2.e4 fxe4 3.Nc3 Nf6 4.g4,English,236302,37.7,34.1,28.2
A10,"Schulz Gambit, English",1.c4 d5 2.cxd5 Nf6,English,236302,37.7,34.1,28.2
A10,"Wade Gambit, English",1.c4 f5 2.g4,English,236302,37.7,34.1,28.2
A10,"Zilbermints Gambit, English",1.c4 g5 2.d4 e5,English,236302,37.7,34.1,28.2
A11,"Anglo-Slav, English; A11",1.c4 c6,"English, Caro-Kann Defensive System",16149,36.5,38.6,25
A12,A12,1.c4 c6 2.Nf3 d5 3.b3,English with b3,2692,35.5,35.7,28.8
A12,"Bled Variation, English",1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 g6,English with b3,2692,35.5,35.7,28.8
A13,"Afincourt Variation, English",1.c4 e6 2.Nf3 d5 3.g3,English,29981,36.2,37.8,26
A13,"Agincourt; Kurajica Defense, English; A13",1.c4 e6,English,29981,36.2,37.8,26
A13,English Defense,1.c4 e6 2.d4 b6,English,29981,36.2,37.8,26
A13,"King's Knight Variation, English",1.c4 e6 2.Nf3 d5,English,29981,36.2,37.8,26
A13,"Kurajica Defense, English",1.c4 e6 2.Nf3 d5 3.g3 c6,English,29981,36.2,37.8,26
A13,"Neo Catalan Accepted, English",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4,English,29981,36.2,37.8,26
A13,"Neo Catalan, English",1.c4 e6 2.Nf3 d5 3.g3 Nf6,English,29981,36.2,37.8,26
A13,"Romanishin Gambit, English",1.c4 e6 2.Nf3 Nf6 3.g3 a6 4.Bg2 b5,English,29981,36.2,37.8,26
A13,"Wimpy System, English",1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 e3,English,29981,36.2,37.8,26
A14,A14,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7,English,7438,37.1,42,20.8
A14,"Keres Defense, English",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c5 6.cxd5 Nxd5 7.Nc3 Nc6,English,7438,37.1,42,20.8
A14,"Neo Catalan Declined, English",1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O,English,7438,37.1,42,20.8
A15,"Anglo System, English; A15",1.c4 Nf6,English,73976,39,33.6,27.5
A15,English Orangutan,1.c4 Nf6 2.b4,English,73976,39,33.6,27.5
A15,"King's Knight Variation, English",1.c4 Nf6 2.Nf3,English,73976,39,33.6,27.5
A15,"Mikenas-Carls Variation, English",1.c4 Nf6,English,73976,39,33.6,27.5
A15,"Romanishin Variation, English",1.c4 Nf6 2.Nf3 e6 3.g3 a6,English,73976,39,33.6,27.5
A15,Shirazi Shove,1.c4 Nf6 2.g3 h5,English,73976,39,33.6,27.5
A16,A16,1.c4 Nf6 2.Nc3,English,48029,39.7,32.8,27.5
A16,Anti-anti-grunfeld,1.c4 Nf6 2.Nc3 g6 3.Nf3 Bg7 4.e4,English,48029,39.7,32.8,27.5
A16,"Czech Variation, English",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nb6,English,48029,39.7,32.8,27.5
A16,"Golombek Defense, English; Anti English",1.c4 Nf6 2.Nc3 d5,English,48029,39.7,32.8,27.5
A16,"Korchnoi's Variation, English",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.g3 Bg7 6.Bg2 e5,English,48029,39.7,32.8,27.5
A16,"Stein Attack, English",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3 g6 5.Qa4+,English,48029,39.7,32.8,27.5
A17,"Hegehog System, Anglo-Indian English; A17",1.c4 Nf6 2.Nc3 e6,English,12241,40.6,33.8,25.6
A17,Nimzo-English Opening,1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4,English,12241,40.6,33.8,25.6
A17,"Smyslov Defense, English",1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3,English,12241,40.6,33.8,25.6
A17,"Zviagintsev-Krasenkov Attack, English",1.c4 Nf6 2.Nc3 e6 3.Nf3 Bb4 4.g4,English,12241,40.6,33.8,25.6
A18,"Flohr-Mikenas-Carls Variation, English; A18",1.c4 Nf6 2.Nc3 e6 3.e4,"English, Mikenas-Carls",4492,45.7,30.3,24
A18,"Kevitz Defense, English",1.c4 Nf6 2.Nc3 e6 3.e4 Nc6,"English, Mikenas-Carls",4492,45.7,30.3,24
A18,"Queen's Indian Formation, English",1.c4 Nf6 2.Nc3 e6 3.Nf3 b6,"English, Mikenas-Carls",4492,45.7,30.3,24
A19,"Floh-Mikenas-Carls Variation, English; A19",1.c4 Nf6 2.Nc3 e6 3.e4 c5,"English, Mikenas-Carls, Sicilian Variation",1122,37.7,33.5,28.8
A19,"Nei Gambit, English",1.c4 Nf6 2.Nc3 e6 3.e4 c5 4.e5 Ng8,"English, Mikenas-Carls, Sicilian Variation",1122,37.7,33.5,28.8
A20,"Double Whammy, English",1.c4 e5 2.f4,English,53113,38.5,30.9,30.6
A20,"Drill Variation, English",1.c4 e5 2.g3 h5,English,53113,38.5,30.9,30.6
A20,English Queen,1.c4 e5 2.Qa4,English,53113,38.5,30.9,30.6
A20,"Kahiko-Hula Gambit, English",1.c4 e5 2.e3 Nf6 4.f4 exf4 4.Nf3,English,53113,38.5,30.9,30.6
A20,King's English; A20,1.c4 e5,English,53113,38.5,30.9,30.6
A20,"Nimzovich Variation, English",1.c4 e5 2.Nf3,English,53113,38.5,30.9,30.6
A20,"Nimzovich-Flohr Variation, English",1.c4 e5 2.Nf3 e4,English,53113,38.5,30.9,30.6
A21,Anglo-Dutch,1.c4 e5 2.Nc3 f5,English,38418,38.1,30.7,31.2
A21,"General Variation, King's English",1.c4 e5 2.Nc3 d6 3.Nf3,English,38418,38.1,30.7,31.2
A21,"Keres Defense, English",1.c4 e5 2.Nc3 d6 3.g3 c6,English,38418,38.1,30.7,31.2
A21,"Kramnik-Shirov Variation, English",1.c4 e5 2.Nc3 Bb4,English,38418,38.1,30.7,31.2
A21,"Reversed Sicilian, English; A21",1.c4 e5 2.Nc3,English,38418,38.1,30.7,31.2
A21,"Smyslov Variation, English",1.c4 e5 2.Nc3 d6 3.Nf3 Bg4,English,38418,38.1,30.7,31.2
A21,"Troger Variation, English",1.c4 e5 2.Nc3 d6 3.g3 Be6 4.Bg2 Nc6,English,38418,38.1,30.7,31.2
A22,"Bellon Gambit, English",1.c4 e5 2.Nc3 Nf6 3.Nf3 e4 4.Ng5 b5,English,24322,37.8,32.7,29.6
A22,"Bremen; Carls Variation, English",1.c4 e5 2.Nc3 Nf6 3.g3,English,24322,37.8,32.7,29.6
A22,"Erbenheimer Gambit, English",1.c4 e5 2.Nc3 Nf6 3.Nf3 e4 4.Ng5 Ng4,English,24322,37.8,32.7,29.6
A22,"Kapengut; Smyslov; Modern V, English",1.c4 e5 2.Nc3 Nf6 3.g3 Bb4,English,24322,37.8,32.7,29.6
A22,"Mazedonisch Variation, English",1.c4 e5 2.Nc3 Nf6 3.f4,English,24322,37.8,32.7,29.6
A22,"Two Knights Variation, English; A22",1.c4 e5 2.Nc3 Nf6,English,24322,37.8,32.7,29.6
A23,"Keres Variation, English; A23",1.c4 e5 2.Nc3 Nf6 3.g3 c6,"English, Bremen System, Keres Variation",1690,38.9,29.5,31.7
A23,"Reversed Dragon, English",1.c4 e5 2.Nc3 Nf6 3.g3 d5,"English, Bremen System, Keres Variation",1690,38.9,29.5,31.7
A24,"Fianchetto Lines, Two Knights Variation, English; A24",1.c4 e5 2.Nc3 Nf6 3.g3 g6,"English, Bremen System with ...g6",494,43.1,28.3,28.5
A24,"Prickly Pawn Pass System, English",1.c4 e5 2.Nc3 Nf6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.e4 O-O 7.Nge2 c6 8.O-O a6,"English, Bremen System with ...g6",494,43.1,28.3,28.5
A25,"Botvinnik System, King's English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.e4,English,11808,38.4,30.6,31.1
A25,"Botvinnik Variation, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4,English,11808,38.4,30.6,31.1
A25,"Bremen-Hort Variation, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e3 d6 6.Nge2 Be6,English,11808,38.4,30.6,31.1
A25,"Closed System, Full Symmetry, King's English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6,English,11808,38.4,30.6,31.1
A25,"Hungarian Attack, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 4.Rb1,English,11808,38.4,30.6,31.1
A25,"Reversed Closed Sicilian, English; A25",1.c4 e5 2.Nc3 Nc6,English,11808,38.4,30.6,31.1
A25,"Taimanov Variation, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7,English,11808,38.4,30.6,31.1
A25,"Troger Variation, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Be6,English,11808,38.4,30.6,31.1
A26,"Closed System, King's English; A26",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3,English,2005,33,36.1,30.9
A27,"Three Knights System, English; A27",1.c4 e5 2.Nc3 Nc6 3.Nf3,"English, Three Knights System",4453,39,31.1,30
A28,"Botvinnik Line, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e4,English,12265,37.3,36.1,26.6
A28,"Bradley Beach Variation, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.d4 e4,English,12265,37.3,36.1,26.6
A28,"Flexible Line, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.d3,English,12265,37.3,36.1,26.6
A28,"Four Knights Variation, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.d4 exd4 5.Nxd4Bb4 6.Bg5 h6 7.Bh4 Bxc3+ 8.bxc3 Ne5,English,12265,37.3,36.1,26.6
A28,"Four Knights Variation, English; A28",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6,English,12265,37.3,36.1,26.6
A28,"Keene; Stean Variation, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e3 Bb4 5.Qc2 O-O 6.Nd5 Re8 7.Qf5,English,12265,37.3,36.1,26.6
A28,"Korchnoi Line, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.a3,English,12265,37.3,36.1,26.6
A28,"Quiet Line, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e3,English,12265,37.3,36.1,26.6
A28,"Romanishin Variation, English",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.e3 Bb4 5.Qc2 Bxc3,English,12265,37.3,36.1,26.6
A29,"Fianchetto Line, Four Knights English; A29",1.c4 e5 2.Nc3 Nc6 3.Nf3 Nf6 4.g3,"English, Four Knights, Kingside Fianchetto",5588,37.8,36.7,25.5
A30,"Double Fianchetto Defense, English",1.c4 c5 2.Nf3 Nf6 3.g3 b6 4.Bg2 Bb7 5.O-O g6,"English, Symmetrical",27912,37.1,37.7,25.3
A30,"Hedgehog Variation, Symmetrical English",1.c4 c5 2.Nf3 Nf6 3.g3 b6 4.Bg2 Bb7 5.O-O e6 6.Nc3 Be7,"English, Symmetrical",27912,37.1,37.7,25.3
A30,"Napolitano Gambit, Symmetrical English",1.c4 c5 2.Nf3 Nf6 3.b4,"English, Symmetrical",27912,37.1,37.7,25.3
A30,"Symmetrical Defense, English; A30",1.c4 c5,"English, Symmetrical",27912,37.1,37.7,25.3
A30,"Wing Variation, English",1.c4 c5 2.b4,"English, Symmetrical",27912,37.1,37.7,25.3
A31,"Anti-Benoni Variation, Symmetrical English; A31",1.c4 c5 2.Nf3 Nf6 3.d4,"English, Symmetrical, Benoni Formation",8381,34.4,31.7,34
